+-------+-----+-------+-----+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+------------+------------+--------------+------------+
| COUNT | 1XX |  2XX  | 3XX | 4XX  | 5XX | METHOD |                         URI                         |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY)  | MAX(BODY)  |  SUM(BODY)   | AVG(BODY)  |
| 102   | 0   | 98    | 0   | 4    | 0   | GET    | /api/isu/d46e6167-7145-4403-8e14-7eeefce569f1       | 0.004 | 0.052 | 0.908    | 0.009 | 0.020 | 0.024 | 0.048 | 0.009  | 14.000     | 145.000    | 14280.000    | 140.000    |
| 5     | 0   | 1     | 0   | 4    | 0   | GET    | /api/isu/b14b8bad-6b89-4997-95de-27e85ed058f8/icon  | 0.004 | 0.032 | 0.044    | 0.009 | 0.032 | 0.032 | 0.032 | 0.012  | 14.000     | 25779.000  | 25849.000    | 5169.800   |
| 61    | 0   | 61    | 0   | 0    | 0   | GET    | /api/isu/e470538d-bd02-4144-9bc7-82786c8fd3f0       | 0.000 | 0.068 | 0.520    | 0.009 | 0.020 | 0.020 | 0.068 | 0.010  | 133.000    | 133.000    | 8113.000     | 133.000    |
| 200   | 0   | 194   | 0   | 6    | 0   | GET    | /api/isu/f1cf962f-efea-47c4-9b5f-2833fdb0b3eb       | 0.004 | 0.064 | 1.684    | 0.008 | 0.016 | 0.024 | 0.052 | 0.010  | 14.000     | 148.000    | 28817.000    | 144.085    |
| 168   | 0   | 166   | 0   | 2    | 0   | GET    | /api/isu/a96e33a6-5b80-4243-9e68-9a2bc3b14862       | 0.000 | 0.044 | 1.404    | 0.008 | 0.016 | 0.024 | 0.040 | 0.008  | 14.000     | 142.000    | 23607.000    | 140.518    |
| 61    | 0   | 61    | 0   | 0    | 0   | GET    | /api/isu/f1c350df-87ed-4aca-ba35-cbb4d19eb541       | 0.004 | 0.044 | 0.504    | 0.008 | 0.020 | 0.024 | 0.044 | 0.008  | 139.000    | 139.000    | 8479.000     | 139.000    |
| 106   | 0   | 100   | 0   | 6    | 0   | GET    | /api/isu/ca7dbc1d-3f50-4a50-b985-1a040876485b       | 0.036 | 0.036 | 0.820    | 0.008 | 0.016 | 0.028 | 0.036 | 0.008  | 14.000     | 142.000    | 14305.000    | 134.953    |
| 1942  | 0   | 1237  | 0   | 705  | 0   | POST   | /api/auth                                           | 0.004 | 0.120 | 14.536   | 0.007 | 0.020 | 0.028 | 0.048 | 0.010  | 0.000      | 19.000     | 8096.000     | 4.169      |
| 89    | 0   | 85    | 0   | 4    | 0   | GET    | /api/isu/c75d0bce-8ba4-47eb-8723-48a4a0324337       | 0.004 | 0.032 | 0.612    | 0.007 | 0.016 | 0.016 | 0.032 | 0.006  | 14.000     | 142.000    | 12140.000    | 136.404    |
| 18    | 0   | 0     | 0   | 18   | 0   | GET    | /api/isu/c648b087-fe00-4ea2-a524-b2e80555893f/icon  | 0.004 | 0.056 | 0.112    | 0.006 | 0.016 | 0.056 | 0.056 | 0.013  | 14.000     | 21.000     | 315.000      | 17.500     |
| 12    | 0   | 0     | 0   | 12   | 0   | GET    | /api/isu/cab99f63-bb3a-4648-b6df-376396f2c7ab       | 0.000 | 0.032 | 0.068    | 0.006 | 0.016 | 0.032 | 0.032 | 0.009  | 14.000     | 21.000     | 210.000      | 17.500     |
| 6     | 0   | 2     | 0   | 4    | 0   | GET    | /api/isu/f8f9647e-8fbf-4096-83f2-db34f0084270       | 0.012 | 0.016 | 0.028    | 0.005 | 0.016 | 0.016 | 0.016 | 0.007  | 14.000     | 139.000    | 348.000      | 58.000     |
| 12    | 0   | 0     | 0   | 12   | 0   | GET    | /api/isu/cab99f63-bb3a-4648-b6df-376396f2c7ab/icon  | 0.008 | 0.012 | 0.048    | 0.004 | 0.008 | 0.012 | 0.012 | 0.004  | 14.000     | 21.000     | 210.000      | 17.500     |
| 1     | 0   | 1     | 0   | 0    | 0   | GET    | /api/isu/c39e23ec-1681-4251-bd08-d082b882a74b       | 0.004 | 0.004 | 0.004    | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 142.000    | 142.000    | 142.000      | 142.000    |
| 1     | 0   | 1     | 0   | 0    | 0   | GET    | /isu/eb104b95-3532-4828-8550-89da717b9667/graph     | 0.004 | 0.004 | 0.004    | 0.004 | 0.004 | 0.004 | 0.004 | 0.000  | 528.000    | 528.000    | 528.000      | 528.000    |
| 82592 | 0   | 82534 | 0   | 58   | 0   | POST   | /api/condition/[a-z0-9-]+                           | 0.000 | 0.108 | 299.912  | 0.004 | 0.008 | 0.024 | 0.048 | 0.010  | 0.000      | 14.000     | 42.000       | 0.001      |
| 18    | 0   | 0     | 0   | 18   | 0   | GET    | /api/isu/c648b087-fe00-4ea2-a524-b2e80555893f       | 0.012 | 0.020 | 0.064    | 0.004 | 0.012 | 0.020 | 0.020 | 0.006  | 14.000     | 21.000     | 315.000      | 17.500     |
| 36    | 0   | 0     | 0   | 36   | 0   | GET    | /api/isu/c648b087-fe00-4ea2-a524-b2e80555893f/graph | 0.020 | 0.024 | 0.124    | 0.003 | 0.016 | 0.020 | 0.024 | 0.007  | 14.000     | 21.000     | 648.000      | 18.000     |
| 6     | 0   | 2     | 0   | 4    | 0   | GET    | /api/isu/b82dcff4-8fae-4773-9956-22ab354adb7e/graph | 0.004 | 0.012 | 0.020    | 0.003 | 0.012 | 0.012 | 0.012 | 0.004  | 14.000     | 6875.000   | 12244.000    | 2040.667   |
| 24    | 0   | 0     | 0   | 24   | 0   | GET    | /api/isu/cab99f63-bb3a-4648-b6df-376396f2c7ab/graph | 0.020 | 0.020 | 0.080    | 0.003 | 0.012 | 0.020 | 0.020 | 0.006  | 14.000     | 21.000     | 432.000      | 18.000     |
| 2     | 0   | 2     | 0   | 0    | 0   | GET    | /api/isu/b14b8bad-6b89-4997-95de-27e85ed058f8/graph | 0.000 | 0.004 | 0.004    | 0.002 | 0.004 | 0.004 | 0.004 | 0.002  | 3075.000   | 3455.000   | 6530.000     | 3265.000   |
| 10    | 0   | 2     | 0   | 8    | 0   | GET    | /api/isu/eb104b95-3532-4828-8550-89da717b9667/graph | 0.008 | 0.008 | 0.020    | 0.002 | 0.004 | 0.008 | 0.008 | 0.003  | 14.000     | 6841.000   | 12280.000    | 1228.000   |
| 3     | 0   | 1     | 2   | 0    | 0   | GET    | /isu/eb104b95-3532-4828-8550-89da717b9667/condition | 0.000 | 0.004 | 0.004    | 0.001 | 0.004 | 0.004 | 0.004 | 0.002  | 0.000      | 528.000    | 528.000      | 176.000    |
| 3     | 0   | 1     | 2   | 0    | 0   | GET    | /isu/d5226f7b-3c7b-477e-ba8b-3cc7a4012e9d/condition | 0.000 | 0.004 | 0.004    | 0.001 | 0.004 | 0.004 | 0.004 | 0.002  | 0.000      | 528.000    | 528.000      | 176.000    |
| 1054  | 0   | 964   | 0   | 90   | 0   | POST   | /api/signout                                        | 0.000 | 0.012 | 0.768    | 0.001 | 0.004 | 0.004 | 0.008 | 0.002  | 0.000      | 21.000     | 1890.000     | 1.793      |
| 2326  | 0   | 1977  | 349 | 0    | 0   | GET    | /                                                   | 0.000 | 0.016 | 1.392    | 0.001 | 0.004 | 0.004 | 0.004 | 0.002  | 528.000    | 528.000    | 1043856.000  | 448.777    |
| 2023  | 0   | 973   | 0   | 1050 | 0   | GET    | /api/user/me                                        | 0.004 | 0.012 | 1.096    | 0.001 | 0.004 | 0.004 | 0.008 | 0.002  | 21.000     | 44.000     | 58948.000    | 29.139     |
| 1     | 0   | 1     | 0   | 0    | 0   | GET    | /api/isu/c39e23ec-1681-4251-bd08-d082b882a74b/icon  | 0.000 | 0.000 | 0.000    | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 20510.000  | 20510.000  | 20510.000    | 20510.000  |
| 2     | 0   | 2     | 0   | 0    | 0   | GET    | /api/isu/d5226f7b-3c7b-477e-ba8b-3cc7a4012e9d/graph | 0.000 | 0.000 | 0.000    | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 3073.000   | 3456.000   | 6529.000     | 3264.500   |
| 1     | 0   | 1     | 0   | 0    | 0   | GET    | /isu/b14b8bad-6b89-4997-95de-27e85ed058f8/graph     | 0.000 | 0.000 | 0.000    | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 528.000    | 528.000    | 528.000      | 528.000    |
| 3     | 0   | 1     | 2   | 0    | 0   | GET    | /isu/b14b8bad-6b89-4997-95de-27e85ed058f8/condition | 0.000 | 0.000 | 0.000    | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 0.000      | 528.000    | 528.000      | 176.000    |
| 1     | 0   | 1     | 0   | 0    | 0   | GET    | /isu/b82dcff4-8fae-4773-9956-22ab354adb7e/graph     | 0.000 | 0.000 | 0.000    | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 528.000    | 528.000    | 528.000      | 528.000    |
| 1     | 0   | 1     | 0   | 0    | 0   | GET    | /isu/c39e23ec-1681-4251-bd08-d082b882a74b           | 0.000 | 0.000 | 0.000    | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 528.000    | 528.000    | 528.000      | 528.000    |
| 3     | 0   | 1     | 0   | 2    | 0   | GET    | /api/isu/b82dcff4-8fae-4773-9956-22ab354adb7e/icon  | 0.000 | 0.000 | 0.000    | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 14.000     | 7994.000   | 8029.000     | 2676.333   |
| 1     | 0   | 1     | 0   | 0    | 0   | GET    | /api/isu/b82dcff4-8fae-4773-9956-22ab354adb7e       | 0.000 | 0.000 | 0.000    | 0.000 | 0.000 | 0.000 | 0.000 | 0.000  | 136.000    | 136.000    | 136.000      | 136.000    |
