+--------+-----+--------+-------+------+-----+--------+-----------------------------------------------------+-------+-------+----------+-------+-------+-------+-------+--------+-----------+-----------+---------------+-----------+
| COUNT  | 1XX |  2XX   |  3XX  | 4XX  | 5XX | METHOD |                         URI                         |  MIN  |  MAX  |   SUM    |  AVG  |  P90  |  P95  |  P99  | STDDEV | MIN(BODY) | MAX(BODY) |   SUM(BODY)   | AVG(BODY) |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/c6de712a-5a49-424b-bdfb-af00c0d2e913       | 0.132 | 0.268 | 0.656    | 0.164 | 0.268 | 0.268 | 0.268 | 0.109  | 140.000   | 140.000   | 560.000       | 140.000   |
| 1      | 0   | 1      | 0     | 0    | 0   | POST   | /initialize                                         | 0.164 | 0.164 | 0.164    | 0.164 | 0.164 | 0.164 | 0.164 | 0.000  | 23.000    | 23.000    | 23.000        | 23.000    |
| 7      | 0   | 6      | 0     | 1    | 0   | GET    | /api/isu/bcb51a94-309f-4c0f-a678-f17472f5dfd8/graph | 0.020 | 0.308 | 1.128    | 0.161 | 0.308 | 0.308 | 0.308 | 0.115  | 0.000     | 5869.000  | 25998.000     | 3714.000  |
| 33     | 0   | 32     | 0     | 1    | 0   | GET    | /api/isu/a373f1b2-1150-4436-97b9-c8591e8affc1/graph | 0.008 | 1.008 | 5.256    | 0.159 | 0.308 | 0.832 | 1.008 | 0.238  | 3699.000  | 5212.000  | 132479.000    | 4014.515  |
| 2      | 0   | 2      | 0     | 0    | 0   | GET    | /api/isu/e2b1cea6-f495-4817-ae3a-21c404cd8814/graph | 0.092 | 0.220 | 0.312    | 0.156 | 0.220 | 0.220 | 0.220 | 0.064  | 3694.000  | 3694.000  | 7388.000      | 3694.000  |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/c908840e-43b5-4168-bb54-81a2f67d14f0/graph | 0.068 | 0.256 | 0.612    | 0.153 | 0.256 | 0.256 | 0.256 | 0.072  | 3999.000  | 5411.000  | 18980.000     | 4745.000  |
| 11     | 0   | 11     | 0     | 0    | 0   | GET    | /api/isu/b46b094e-49e7-415c-9279-de7cb559fe08       | 0.004 | 0.460 | 1.631    | 0.148 | 0.359 | 0.460 | 0.460 | 0.152  | 140.000   | 140.000   | 1540.000      | 140.000   |
| 2      | 0   | 2      | 0     | 0    | 0   | GET    | /api/isu/f6926604-99af-4044-9293-49f182a42e56/graph | 0.092 | 0.204 | 0.296    | 0.148 | 0.204 | 0.204 | 0.204 | 0.056  | 3846.000  | 5057.000  | 8903.000      | 4451.500  |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/c7b4846e-c77d-4158-8dfa-7b427cab42b6       | 0.040 | 0.312 | 0.588    | 0.147 | 0.312 | 0.312 | 0.312 | 0.101  | 131.000   | 131.000   | 524.000       | 131.000   |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/db58a698-665e-49fa-a360-be1104453ddc       | 0.016 | 0.268 | 0.580    | 0.145 | 0.268 | 0.268 | 0.268 | 0.103  | 137.000   | 137.000   | 548.000       | 137.000   |
| 3      | 0   | 3      | 0     | 0    | 0   | GET    | /api/isu/f7293f39-716d-45e6-a0bb-2e1aa708a2d1/graph | 0.108 | 0.212 | 0.432    | 0.144 | 0.212 | 0.212 | 0.212 | 0.048  | 3025.000  | 4871.000  | 12277.000     | 4092.333  |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/c20408cd-937d-47b2-a884-727a2eb8c313/graph | 0.008 | 0.400 | 0.552    | 0.138 | 0.400 | 0.400 | 0.400 | 0.154  | 3358.000  | 4368.000  | 15740.000     | 3935.000  |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/f421881b-6b17-4edc-906d-de614946f5bd       | 0.012 | 0.400 | 0.552    | 0.138 | 0.400 | 0.400 | 0.400 | 0.154  | 134.000   | 134.000   | 536.000       | 134.000   |
| 6      | 0   | 6      | 0     | 0    | 0   | GET    | /api/isu/d1766357-8562-4654-8cd2-4bcab870b608/graph | 0.008 | 0.372 | 0.812    | 0.135 | 0.372 | 0.372 | 0.372 | 0.129  | 3621.000  | 5231.000  | 26422.000     | 4403.667  |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/f13fe32c-e2f9-4776-98a2-113de37d8ab7       | 0.012 | 0.332 | 0.524    | 0.131 | 0.332 | 0.332 | 0.332 | 0.121  | 137.000   | 137.000   | 548.000       | 137.000   |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/e12f0693-6fcb-43e4-be84-61998300950f       | 0.032 | 0.260 | 0.512    | 0.128 | 0.260 | 0.260 | 0.260 | 0.083  | 135.000   | 135.000   | 540.000       | 135.000   |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/a8c7e8bc-f690-4ba9-9734-ee1023fb5eeb       | 0.024 | 0.236 | 0.504    | 0.126 | 0.236 | 0.236 | 0.236 | 0.086  | 134.000   | 134.000   | 536.000       | 134.000   |
| 2      | 0   | 2      | 0     | 0    | 0   | GET    | /api/isu/d048f572-0ef6-42ec-97ec-11ece883a1d1/graph | 0.120 | 0.128 | 0.248    | 0.124 | 0.128 | 0.128 | 0.128 | 0.004  | 2882.000  | 4607.000  | 7489.000      | 3744.500  |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/f16e7fcc-e037-4157-b2c0-44dc37ff2d3f       | 0.040 | 0.308 | 0.488    | 0.122 | 0.308 | 0.308 | 0.308 | 0.108  | 146.000   | 146.000   | 584.000       | 146.000   |
| 8      | 0   | 8      | 0     | 0    | 0   | GET    | /api/isu/d0c2aca0-915b-442f-8f15-77d2ea2d352b/graph | 0.020 | 0.368 | 0.936    | 0.117 | 0.368 | 0.368 | 0.368 | 0.114  | 3863.000  | 5231.000  | 34745.000     | 4343.125  |
| 5      | 0   | 5      | 0     | 0    | 0   | GET    | /api/isu/c20408cd-937d-47b2-a884-727a2eb8c313       | 0.032 | 0.328 | 0.580    | 0.116 | 0.328 | 0.328 | 0.328 | 0.111  | 140.000   | 140.000   | 700.000       | 140.000   |
| 40     | 0   | 40     | 0     | 0    | 0   | GET    | /api/isu/a373f1b2-1150-4436-97b9-c8591e8affc1       | 0.004 | 0.968 | 4.555    | 0.114 | 0.268 | 0.408 | 0.968 | 0.200  | 140.000   | 140.000   | 5600.000      | 140.000   |
| 8      | 0   | 7      | 0     | 1    | 0   | GET    | /api/isu/b46b094e-49e7-415c-9279-de7cb559fe08/graph | 0.012 | 0.252 | 0.904    | 0.113 | 0.252 | 0.252 | 0.252 | 0.077  | 0.000     | 6049.000  | 33385.000     | 4173.125  |
| 1      | 0   | 1      | 0     | 0    | 0   | GET    | /api/isu/aac14975-d26c-4f25-a6bb-30324e4a9958       | 0.112 | 0.112 | 0.112    | 0.112 | 0.112 | 0.112 | 0.112 | 0.000  | 137.000   | 137.000   | 137.000       | 137.000   |
| 2      | 0   | 2      | 0     | 0    | 0   | GET    | /api/isu/a8c7e8bc-f690-4ba9-9734-ee1023fb5eeb/graph | 0.024 | 0.200 | 0.224    | 0.112 | 0.200 | 0.200 | 0.200 | 0.088  | 3540.000  | 5033.000  | 8573.000      | 4286.500  |
| 8      | 0   | 8      | 0     | 0    | 0   | GET    | /api/isu/f7f3b99a-4bc8-41a3-9bc9-9dc49c52adea/graph | 0.016 | 0.408 | 0.884    | 0.111 | 0.408 | 0.408 | 0.408 | 0.123  | 2691.000  | 5244.000  | 36045.000     | 4505.625  |
| 37     | 0   | 36     | 0     | 1    | 0   | GET    | /api/isu/b00deb47-2d8e-4452-a5e9-a1c3fb4e5d87/graph | 0.004 | 1.000 | 4.088    | 0.110 | 0.404 | 0.688 | 1.000 | 0.222  | 4045.000  | 5724.000  | 142064.000    | 3839.568  |
| 12     | 0   | 8      | 0     | 4    | 0   | GET    | /api/isu/e08bb38a-c2cd-44ba-ba70-e156aedf844b/graph | 0.004 | 0.772 | 1.308    | 0.109 | 0.196 | 0.772 | 0.772 | 0.207  | 14.000    | 5941.000  | 35483.000     | 2956.917  |
| 20     | 0   | 19     | 0     | 1    | 0   | GET    | /api/isu/f48b4cf2-5a3b-4e29-8d3c-3698d3265845       | 0.004 | 1.000 | 2.172    | 0.109 | 0.180 | 0.428 | 1.000 | 0.227  | 130.000   | 130.000   | 2470.000      | 123.500   |
| 5      | 0   | 5      | 0     | 0    | 0   | GET    | /api/isu/c524804f-96bf-4ad1-9249-ce4b3e9cc367       | 0.004 | 0.232 | 0.540    | 0.108 | 0.232 | 0.232 | 0.232 | 0.087  | 132.000   | 132.000   | 660.000       | 132.000   |
| 3      | 0   | 3      | 0     | 0    | 0   | GET    | /api/isu/b4291dd7-c360-4eb5-8a97-3b42c4a08dd2       | 0.032 | 0.248 | 0.324    | 0.108 | 0.248 | 0.248 | 0.248 | 0.099  | 140.000   | 140.000   | 420.000       | 140.000   |
| 5876   | 0   | 5513   | 0     | 363  | 0   | GET    | /api/condition/[a-z0-9-]+                           | 0.016 | 1.456 | 634.464  | 0.108 | 0.336 | 0.600 | 1.000 | 0.213  | 0.000     | 7183.000  | 26582383.000  | 4523.891  |
| 6      | 0   | 6      | 0     | 0    | 0   | GET    | /api/isu/c60fbe7f-4a84-47a5-be01-0dc3ecd61f95       | 0.012 | 0.260 | 0.640    | 0.107 | 0.260 | 0.260 | 0.260 | 0.089  | 152.000   | 152.000   | 912.000       | 152.000   |
| 9      | 0   | 9      | 0     | 0    | 0   | GET    | /api/isu/c8fce8b1-e41d-4973-b005-bf4f317c02e8/graph | 0.016 | 0.364 | 0.944    | 0.105 | 0.364 | 0.364 | 0.364 | 0.101  | 2691.000  | 5368.000  | 39311.000     | 4367.889  |
| 5      | 0   | 5      | 0     | 0    | 0   | GET    | /api/isu/d421689a-bf9e-4fe5-8b68-56ea4debf659/graph | 0.016 | 0.204 | 0.524    | 0.105 | 0.204 | 0.204 | 0.204 | 0.075  | 2691.000  | 5747.000  | 22424.000     | 4484.800  |
| 1      | 0   | 1      | 0     | 0    | 0   | GET    | /api/isu/d97789da-07af-478e-ad85-4acfe6dd4650       | 0.104 | 0.104 | 0.104    | 0.104 | 0.104 | 0.104 | 0.104 | 0.000  | 134.000   | 134.000   | 134.000       | 134.000   |
| 3      | 0   | 3      | 0     | 0    | 0   | GET    | /api/isu/f13fe32c-e2f9-4776-98a2-113de37d8ab7/graph | 0.064 | 0.124 | 0.304    | 0.101 | 0.124 | 0.124 | 0.124 | 0.027  | 2691.000  | 4363.000  | 11084.000     | 3694.667  |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/f7293f39-716d-45e6-a0bb-2e1aa708a2d1       | 0.004 | 0.224 | 0.404    | 0.101 | 0.224 | 0.224 | 0.224 | 0.090  | 146.000   | 146.000   | 584.000       | 146.000   |
| 29     | 0   | 25     | 0     | 4    | 0   | GET    | /api/isu/e8707706-3c60-40c3-9b3a-eede38431726/graph | 0.004 | 0.916 | 2.908    | 0.100 | 0.284 | 0.552 | 0.916 | 0.194  | 14.000    | 7037.000  | 103744.000    | 3577.379  |
| 1      | 0   | 1      | 0     | 0    | 0   | GET    | /api/isu/d524f5fd-b62c-4063-bc4f-16edf08abee7       | 0.100 | 0.100 | 0.100    | 0.100 | 0.100 | 0.100 | 0.100 | 0.000  | 140.000   | 140.000   | 140.000       | 140.000   |
| 5      | 0   | 5      | 0     | 0    | 0   | GET    | /api/isu/db691fdb-fffd-4370-99e7-1cd50477d15d/graph | 0.016 | 0.280 | 0.468    | 0.094 | 0.280 | 0.280 | 0.280 | 0.099  | 3675.000  | 5708.000  | 22654.000     | 4530.800  |
| 3      | 0   | 3      | 0     | 0    | 0   | GET    | /api/isu/d5c3574b-971e-48f5-b763-0ce9311696ad/graph | 0.004 | 0.160 | 0.276    | 0.092 | 0.160 | 0.160 | 0.160 | 0.065  | 3025.000  | 5237.000  | 11291.000     | 3763.667  |
| 6      | 0   | 6      | 0     | 0    | 0   | GET    | /api/isu/e19b0ba9-1e99-4641-97b0-d224a2d126ea/graph | 0.008 | 0.252 | 0.552    | 0.092 | 0.252 | 0.252 | 0.252 | 0.086  | 3694.000  | 5197.000  | 27881.000     | 4646.833  |
| 1      | 0   | 1      | 0     | 0    | 0   | GET    | /api/isu/d5cf458b-627d-4477-bf52-3838e1d04184       | 0.092 | 0.092 | 0.092    | 0.092 | 0.092 | 0.092 | 0.092 | 0.000  | 143.000   | 143.000   | 143.000       | 143.000   |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/f6cb4707-b009-4e0d-afc9-f7619a6fe246       | 0.052 | 0.124 | 0.360    | 0.090 | 0.124 | 0.124 | 0.124 | 0.027  | 138.000   | 138.000   | 552.000       | 138.000   |
| 35     | 0   | 34     | 0     | 1    | 0   | GET    | /api/isu/a71eb525-6fca-4971-bb96-c6f10b8fa3a1/graph | 0.040 | 0.996 | 3.140    | 0.090 | 0.204 | 0.888 | 0.996 | 0.217  | 3538.000  | 6104.000  | 142869.000    | 4081.971  |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/deb791d4-e850-42bb-b85d-fa5d5d075f92       | 0.004 | 0.176 | 0.356    | 0.089 | 0.176 | 0.176 | 0.176 | 0.062  | 140.000   | 140.000   | 560.000       | 140.000   |
| 5      | 0   | 5      | 0     | 0    | 0   | GET    | /api/isu/e19b0ba9-1e99-4641-97b0-d224a2d126ea       | 0.028 | 0.208 | 0.440    | 0.088 | 0.208 | 0.208 | 0.208 | 0.062  | 137.000   | 137.000   | 685.000       | 137.000   |
| 5      | 0   | 5      | 0     | 0    | 0   | GET    | /api/isu/b4501c20-447c-4079-b9ce-2270aa212b8f       | 0.032 | 0.156 | 0.436    | 0.087 | 0.156 | 0.156 | 0.156 | 0.043  | 140.000   | 140.000   | 700.000       | 140.000   |
| 4      | 0   | 4      | 0     | 0    | 0   | GET    | /api/isu/e2b1cea6-f495-4817-ae3a-21c404cd8814       | 0.044 | 0.168 | 0.348    | 0.087 | 0.168 | 0.168 | 0.168 | 0.048  | 143.000   | 143.000   | 572.000       | 143.000   |
| 27     | 0   | 26     | 0     | 1    | 0   | GET    | /api/isu/e8707706-3c60-40c3-9b3a-eede38431726       | 0.032 | 1.000 | 2.296    | 0.085 | 0.548 | 0.556 | 1.000 | 0.229  | 133.000   | 133.000   | 3458.000      | 128.074   |
| 3      | 0   | 3      | 0     | 0    | 0   | GET    | /api/isu/aa66690a-46fd-4958-a212-39640d0c13d6/graph | 0.072 | 0.104 | 0.252    | 0.084 | 0.104 | 0.104 | 0.104 | 0.014  | 3027.000  | 4883.000  | 12257.000     | 4085.667  |
| 15585  | 0   | 15435  | 0     | 150  | 0   | GET    | /api/trend                                          | 0.004 | 1.056 | 1279.871 | 0.082 | 0.212 | 0.364 | 0.980 | 0.157  | 0.000     | 26615.000 | 224042964.000 | 14375.551 |
| 2      | 0   | 2      | 0     | 0    | 0   | GET    | /api/isu/d453f170-cf94-4507-b135-3c409116bfa9/graph | 0.036 | 0.128 | 0.164    | 0.082 | 0.128 | 0.128 | 0.128 | 0.046  | 3364.000  | 5029.000  | 8393.000      | 4196.500  |
| 5      | 0   | 5      | 0     | 0    | 0   | GET    | /api/isu/db691fdb-fffd-4370-99e7-1cd50477d15d       | 0.008 | 0.252 | 0.408    | 0.082 | 0.252 | 0.252 | 0.252 | 0.089  | 140.000   | 140.000   | 700.000       | 140.000   |
| 51     | 0   | 51     | 0     | 0    | 0   | GET    | /api/isu/e5dc3049-21f9-46d9-9f1a-c0a07a526bac/graph | 0.032 | 0.748 | 4.040    | 0.079 | 0.240 | 0.348 | 0.748 | 0.133  | 2691.000  | 5862.000  | 207871.000    | 4075.902  |
